id,uid,title,score,date,content,,,
,,Lovely for All,5,,"This attraction was beautiful from the journey on the streets to get to it to the final moments before the trip ended. I went on my on, and everyone fits in in a beautiful way. Great attraction from couples, singles, and family because the sights a simply LOVELY and a must do when visiting!",,,
,,Amazing views,5,,"Good value for money, what a amazing view of Singapore. About half an hour for the trip but plenty of time to enjoy the view.",,,
,,Had an entire car to ourselves.,4,,"We lucked out and had an entire car to ourselves which was nice. I enjoyed the view from the london eye better, but was cramped in with a lot of people competing for pictures. The shop also has reasonable prices on souvenirs, which are surprisingly hard to find in singapore even though there are 982 malls there. There is also an eating area that is really nice looking. We had already eaten but wished we hadn't. If you go mid morning you may have a decent chance to be alone in a car.",,,
,,Amazing view of the City,5,,It was an amazing experience to ride this with a group of 10-12 people. Ticket cost was S$33. Not sure if this is the right price or our travel guide charged us more or less. Almost the entire country could be seen from the flyer.,,,
,,Boooring!!,2,,Boring typical way to get a mediocre view of Singapore. Better off to go to the Marina Bay Sands Skypark (observation deck). You will get a better and more comprehensive view of Singapore.,,,
,,Great views of Bay Area,5,,"We decided to hop off the HIPPO bus at the flyer to have a look and ended up buying tickets.

The weather was not too good as had been raining during the day and rather cloudy still. Glad we decided too though as the views were amazing (I can imagine how much better they would have been on a clear day).

The speed of the wheel gave you plenty of time to take in all the views from Marina Sands, the new financial district, the bay precinct, gardens and to our delight the setting up of the track for the upcoming Grand Prix.

The timing of the rotation 60minutes and a stop for ice cream from one of many food options at entrance our HIPPO bus was just arriving to continue our trip.",,,
,,Beautiful View,5,,"good to see Singapore by night, Take a VIP cabin Nice view to the Harbour, Formula 1 racing trac, and the Marina Bay Building",,,
,,Okok,3,,"For someone who lives in a high rise building, this is not much of a attraction place to be visited. But, even if one wishes to go, best if gone during night to see the night life and good photos.",,,
,,World's Largest Ferris Wheel,3,,"At a height of 165 m, the Singapore Flyer is billed as the world's largest Ferris wheel, although I understand the Chinese are building one that will outstrip it.

From the top you command 360 degree views over Singapore island, including across the Straits of Jahor to Malaysia, and over Singapore City itself.

The Flyer operates from 8.30 am to 10 pm. It costs S$33 and the senior's concession is only available to Singapore residents.",,,
,,Another great attraction at the Lion City :),5,,Great panoramic view of the City. Hope you can time your visit to avoid heavy rain storm. It could ruin the experience.,,,
,,One of the attraction you should go at least once~,4,,"Like what is in the title of my review, 'you should go at least once' :D
The scenery is awesome be it in the day or at night.
Personally, I feel that going up on the Flyer around 6-ish (between 18:30-19:00hours, *you might want to check the sunset timing on the internet for more accurate information) in the evening would be the best timing as you get to see both day and night...
Erm, try to get there earlier especially during weekends in case of long queue.
There are also quite a number of shops, eateries around the area. If you want something special, you might want to try their Premium Sky Dining Flight. It's a whole different experience!
The area around Flyer (you can walk to MBS/ Gardens by the bay) is pretty big, so perhaps spend a day there and just enjoy yourself!!! ;)",,,
,,Great experience,3,,The wheel is moving slowly and doesn't stop to pick up people. Getting off also the same. the full journey takes about 20-30mins and you can see Singapore from the sky!,,,
,,Visit,5,,Partner booked for drinks and ride on flyer. Got on to pod 13 to a couple of waiter's serving our drink the pod was amazing the views off the flyer are brilliant .week before grand prix could see all the work going on and the pits .ride lasted about 30 mins. a must trip to do while in Singapore,,,
,,Great views we all enjoyed,5,,Went on the Singapore flyer during the day to see the view did toss up weather it would be better of a night time? Ride was good nice and smooth with a great view of the Gardens and Marina Bay but costly with a family of 4 for a 30 minute trip.,,,
,,It's great,5,,This flyer is great and it takes you in a journey over the Singapore city. The duration about 25 mins. It's wonderful to visit it at night,,,
,,Amazing experience,5,,"We visited at morning and it was so good to see the city from that height. View is very good and quite enjoyable ride , that too if u get complete cell of your own like we got :D",,,
,,Well worth doing,5,,"Another city another big wheel, but you got to do it, great views of the city and harbour, when we were there they were setting up the Grand Prix circuit, which added another interest.",,,
