id,uid,title,score,date,content
,,The exiting history about the British Army surrender to Japan during World War 2,5.0,,"Visiting the Underground Far East Command Center for the British Army The Battle Box, and walk 9 m under the the ground in Fort Canning, is very exiting, and gives the visitors a lot to think about, when comming back to the ground again.

You see and hear the British Generals discoussing around the table, if and when they have to surrender to the Japanese during the worst situation for the British Army in Worls War 2. in Asia.

Fort Canning was the hearquarter of its defence bases in 1920 to protect British interrest in South East Asia, and the visitors feel the atmosphere during the tour 9 m. below the earth and see the big table build with landscape for Singapore surroundings, where the British Generals could make there plan for defence of there interrest in Asia.

This tour can be recomended for all visitors who want to know more about the background and history of Singapore."
,,Shady walk thru History,5.0,,It is hard to get a room in the lodge on the grounds but is is worth the wait!
,,Hideaway park right in the middle of the city,5.0,,"There are lots of history on top of this little hill, it was once known as the Forbidden Hill. There is the old fortress Gate, the site where Raffles house was suppose to have been there. World War 11 battle box is here. Lots to see and do here"
,,Old buildings and great surrounds,4.0,,"Many archeological digs at this place. Apparently the history stretches back to pre-Raffles Singapore. Apart from the history, a very nice park to visit and right in the middle of the business district."
,,Great walking trail at dawn,3.0,,"Place is just right behind the National Museum. The usual park with lots of grass and trees but offers a different ambiance. Nothing much to see but if you wanna be one with nature, then this is the place to be."
,,Nothing much,3.0,,Just a park in the middle of the cbd. Nothing much...
,,Old Governor House,4.0,,Personally I'd prefer the old rustic version before the renovation. But the National Parks Board did a very good job at restoring parts of the place. The old WWII tunnels are great history tellers if you are travelling there with the young ones. Roam around there in the middle of the night and you may get a chance to say hi to some of the war veterens too. :D
,,A quaint place to find out about World War II,4.0,,Fort Canning Park is a quiet place for tourists to take a stroll or read a book in. There are also monuments around the park in commemoration of World War II for tourists who are history buffs.
,,Lovely experience all round,5.0,,"The park is close to major hotels and we walked there in early morning and it was so nice. The historical value is excellent, the Bunker is so well presented and very informative. I thought I new a bit about Singapore in WW2 but after this visit i have more info to research. The children where so interested and could find something to look at and read around every corner.

The gardens and walks are well worth the visit, it is so well organised and very well kept it makes for a great half day or couple of hours.

There is a visitor centre but it was closed the day we went (new year holiday)."
,,Visit the bunker!,5.0,,"Ths review is really about the bunker - the park itself seemed nothing special to us! However, the bunker tour is good fun and appealed to all our group whose ages ranged from 20 - 50. Very interesting and worth a visit!"
,,History around every corner,4.0,,Takes you back 50 years in time to Gen Perceival and his defence of Singapore
,,park in the city,4.0,,Some great views and a nice place to relax in the city.
,,Beautiful and quiet,5.0,,"Beautiful forest, very nice view. A fresh oasis in the city."
,,Nice walking and views,4.0,,"Great to have a park like this in the middle of the city. I went a couple of times to have a look at its wildlife and plants (shrikes, fly over eagles, lizards etc) but it was a really nice little get away from the hustle and bustle of the city. Some interesting history here too."
,,A must see,4.0,,Fort Canning Park in Sigapore has much more than its greenery. It has histoircal significance because of the buildings inside the park and World War II era under ground bunker which was the command centre of British Forces during the war. The bunker named ' Battle Box' is a must see attraction for those who have interest in the history. The war time era is recreated inside the bunker with some interesting wax statues of army generals in command and background voice overs. Very interesting indeed
